Datums;Valsts;14DienuKumulativaIncidence;Izcelosana;Pasizolacija;PersIrVakcParslSert_PasizolacijaLatvija;PersIrVakcParslSert_TestsPirmsIebrauksanasLV;PersIrVakcParslSert_TestsPecIebrauksanasLV;CitasPersonas_PasizolacijaLatvija;CitasPersonas_TestsPirmsIebrauksanasLV;CitasPersonas_TestsPecIebrauksanasLV
2021.01.29.;D-Koreja;12.5;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.01.29.;Singapūra;6.9;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.01.29.;Taizeme;4.5;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.01.29.;Jaunzēlande;1.4;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.01.29.;Austrālija;0.6;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.02.05.;Citas sarakstos neminētas visas pasaules valstis;;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.05.;Apvienotā Karaliste;632;"Nedoties bez īpašas
nepieciešamības/aizliegti starptautiskie pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.05.;Ruanda;34.2;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.02.05.;D-Koreja;11.3;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.02.05.;Taizeme;10.3;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.02.05.;Singapūra;7.2;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.02.05.;Jaunzēlande;0.9;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.02.05.;Austrālija;0.4;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.02.05.;Portugāle;1652.5;"Nedoties bez īpašas
nepieciešamības/aizliegti starptautiskie pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.05.;Andora;1121.1;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.05.;Spānija;1036.2;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.05.;Čehija;896.5;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.05.;Monako;858.4;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.05.;Slovēnija;818.8;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.05.;Sanmarīno;690.8;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.05.;Latvija;550.9;;;…;…;…;…;…;…
2021.02.05.;Lietuva;533.3;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.05.;Igaunija;518.1;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.05.;Īrija;485.7;"Nedoties bez īpašas
nepieciešamības/aizliegti starptautiskie pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.05.;Slovākija;468.4;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.05.;Malta;465.2;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.05.;Zviedrija;429.5;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.05.;Francija;427;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.05.;Nīderlande;371.8;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.05.;Luksemburga;296;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.05.;Šveice;293.2;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.05.;Itālija;284.6;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.05.;Beļģija;276.4;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.05.;Lihtenšteina;265.8;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.05.;Austrija;224.3;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.05.;Vācija;218.4;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.05.;Kipra;217.8;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.05.;Polija;196.1;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.05.;Horvātija;181.3;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.05.;Rumānija;173;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.05.;Ungārija;163.8;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.05.;Dānija;156.1;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.05.;Bulgārija;99.1;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.05.;Somija;93.2;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.05.;Norvēģija;81;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.05.;Grieķija;77.9;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.05.;Citas sarakstos neminētas Eiropas valstis;;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.05.;Islande;10.9;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.02.05.;Vatikāns;0;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.02.12.;Portugāle;1190.1;"Nedoties bez īpašas nepieciešamības/aizliegti starptautiskie
pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.12.;Andora;921.5;"Nedoties bez īpašas nepieciešamības/aizliegti starptautiskie
pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.12.;Čehija;914.6;"Nedoties bez īpašas nepieciešamības/aizliegti starptautiskie
pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.12.;Monako;900.7;"Nedoties bez īpašas nepieciešamības/aizliegti starptautiskie
pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.12.;Spānija;843.1;"Nedoties bez īpašas nepieciešamības/aizliegti starptautiskie
pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.12.;Sanmarīno;763.4;"Nedoties bez īpašas nepieciešamības/aizliegti starptautiskie
pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.12.;Slovēnija;762.2;"Nedoties bez īpašas
nepieciešamības/aizliegti starptautiskie pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.12.;Latvija;577.1;;;…;…;…;…;…;…
2021.02.12.;Igaunija;570;"Nedoties bez īpašas nepieciešamības/aizliegti starptautiskie
pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.12.;Slovākija;496.4;"Nedoties bez īpašas
nepieciešamības/aizliegti starptautiskie pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.12.;Francija;423;"Nedoties bez īpašas
nepieciešamības/aizliegti starptautiskie pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.12.;Malta;397.7;"Nedoties bez īpašas nepieciešamības/aizliegti starptautiskie
pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.12.;Zviedrija;394.1;"Nedoties bez īpašas nepieciešamības/aizliegti starptautiskie
pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.12.;Lietuva;353.3;"Nedoties bez īpašas nepieciešamības/aizliegti starptautiskie
pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.12.;Luksemburga;349.2;"Nedoties bez īpašas nepieciešamības/aizliegti starptautiskie
pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.12.;Īrija;326.5;"Nedoties bez īpašas nepieciešamības/aizliegti starptautiskie
pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.12.;Nīderlande;317.9;"Nedoties bez īpašas nepieciešamības/aizliegti starptautiskie
pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.12.;Itālija;281.5;"Nedoties bez īpašas nepieciešamības/aizliegti starptautiskie
pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.12.;Beļģija;277;"Nedoties bez īpašas nepieciešamības/aizliegti starptautiskie
pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.12.;Šveice;251.4;"Nedoties bez īpašas nepieciešamības/aizliegti starptautiskie
pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.12.;Austrija;224.8;"Nedoties bez īpašas nepieciešamības/aizliegti starptautiskie
pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.12.;Kipra;198.9;"Nedoties bez īpašas nepieciešamības/aizliegti starptautiskie
pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.12.;Polija;196.4;"Nedoties bez īpašas
nepieciešamības/aizliegti starptautiskie pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.12.;Lihtenšteina;187.6;"Nedoties bez īpašas nepieciešamības/aizliegti starptautiskie
pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.12.;Vācija;176.9;"Nedoties bez īpašas nepieciešamības/aizliegti starptautiskie
pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.12.;Ungārija;176.4;"Nedoties bez īpašas nepieciešamības/aizliegti starptautiskie
pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.12.;Rumānija;175.5;"Nedoties bez īpašas
nepieciešamības/aizliegti starptautiskie pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.12.;Horvātija;157.5;"Nedoties bez īpašas nepieciešamības/aizliegti starptautiskie
pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.12.;Bulgārija;127.4;"Nedoties bez īpašas nepieciešamības/aizliegti starptautiskie
pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.12.;Grieķija;111.6;"Nedoties bez īpašas
nepieciešamības/aizliegti starptautiskie pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.12.;Dānija;108.9;"Nedoties bez īpašas
nepieciešamības/aizliegti starptautiskie pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.12.;Somija;97.7;"Nedoties bez īpašas nepieciešamības/aizliegti starptautiskie
pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.12.;Norvēģija;69.3;"Nedoties bez īpašas nepieciešamības/aizliegti starptautiskie
pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.12.;Citas sarakstos neminētas Eiropas valstis;;Nedoties bez īpašas nepieciešamības/aizliegti starptautiskie pasažieru pārvadājumi;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.12.;Islande;8.4;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.02.12.;Vatikāns;0;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.02.12.;Apvienotā Karaliste;468.6;"Nedoties bez īpašas nepieciešamības/aizliegti starptautiskie
pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.12.;Ruanda;26.8;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.02.12.;Taizeme;14.1;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.02.12.;D-Koreja;11;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.02.12.;Singapūra;6.7;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.02.12.;Jaunzēlande;0.7;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.02.12.;Austrālija;0.3;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.02.19.;Čehija;968.1;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.19.;Sanmarīno;847.5;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.19.;Monako;819.1;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.19.;Andora;789;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.19.;Igaunija;648.5;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.19.;Slovēnija;620.7;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.19.;Portugāle;589.9;"Nedoties bez īpašas
nepieciešamības/aizliegti starptautiskie pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.19.;Spānija;556.7;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.19.;Latvija;548.6;;;…;…;…;…;…;…
2021.02.19.;Slovākija;519.3;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.19.;Francija;398.2;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.19.;Zviedrija;396.5;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.19.;Malta;372.7;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.19.;Luksemburga;353.8;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.19.;Nīderlande;289.2;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.19.;Lietuva;287.9;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.19.;Itālija;283.1;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.19.;Īrija;262.6;"Nedoties bez īpašas
nepieciešamības/aizliegti starptautiskie pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.19.;Beļģija;240.9;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.19.;Austrija;212.4;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.19.;Šveice;209.9;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.19.;Polija;205.8;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.19.;Ungārija;205.6;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.19.;Kipra;184.3;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.19.;Rumānija;172;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.19.;Bulgārija;157.2;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.19.;Grieķija;141.5;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.19.;Vācija;140.7;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.19.;Horvātija;128.3;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.19.;Lihtenšteina;111;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.19.;Dānija;100.3;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.19.;Somija;87.5;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.19.;Norvēģija;65.9;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.19.;"Citas sarakstos neminētas
Eiropas valstis";;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.19.;Islande;6.6;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.02.19.;Vatikāns;0;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.02.19.;Apvienotā Karaliste;324.6;"Nedoties bez īpašas
nepieciešamības/aizliegti starptautiskie pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.19.;Ruanda;14.5;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.02.19.;D-Koreja;10.5;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.02.19.;Taizeme;7.3;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.02.19.;Singapūra;4.5;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.02.19.;Jaunzēlande;0.7;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.02.19.;Austrālija;0.3;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2021.02.26.;Čehija;1120;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.26.;Sanmarīno;972.3;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.26.;Igaunija;703.5;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.26.;Monako;649.8;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.26.;Andora;588.1;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.26.;Slovākija;526;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.26.;Slovēnija;513.7;Rekomendēts nebraukt;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2021.02.26.;Latvija;509.5;;;…;…;…;…;…;…
2021.02.26.;Zviedrija;435.2;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.26.;Malta;404;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.26.;Francija;398.3;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.26.;Luksemburga;365.8;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.26.;Spānija;348.4;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.26.;Nīderlande;302.9;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.26.;Itālija;289.2;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.26.;Portugāle;287.6;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.26.;Ungārija;286.5;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.26.;Lietuva;261.1;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.26.;Beļģija;244.8;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.26.;Īrija;231.4;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.26.;Austrija;228;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.26.;Polija;226.8;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.26.;Bulgārija;186;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2021.02.26.;Šveice;174.8;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
