Datums;Valsts;14DienuKumulativaIncidence;Izcelosana;Pasizolacija;PersIrVakcParslSert_PasizolacijaLatvija;PersIrVakcParslSert_TestsPirmsIebrauksanasLV;PersIrVakcParslSert_TestsPecIebrauksanasLV;CitasPersonas_PasizolacijaLatvija;CitasPersonas_TestsPirmsIebrauksanasLV;CitasPersonas_TestsPecIebrauksanasLV
2020.10.30.;Dānija;172.4;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.10.30.;Latvija;121.8;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.10.30.;Grieķija;107.8;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.10.30.;Somija;46.6;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.10.30.;Igaunija;52.2;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.10.30.;Norvēģija;58.4;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.10.30.;Urugvaja;18.1;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.10.30.;Japāna;6.5;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.10.30.;Dienvidkoreja;2.6;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.10.30.;Ruanda;1.4;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.10.30.;Austrālija;0.8;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.10.30.;Jaunzēlande;1.5;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.10.30.;Taizeme;0.2;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.10.30.;Singapūra;1.8;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.11.06.;Andora;1738.1;Nedoties bez īpašas nepieciešamības/aizliegti tiešie starptautiskie pasažieru pārvadājumi;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.11.06.;Čehija;1585.8;Nedoties bez īpašas nepieciešamības/aizliegti tiešie starptautiskie pasažieru pārvadājumi;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.11.06.;Beļģija;1575.7;Nedoties bez īpašas nepieciešamības/aizliegti tiešie starptautiskie pasažieru pārvadājumi;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.11.06.;Luksemburga;1435.8;Nedoties bez īpašas nepieciešamības/aizliegti tiešie starptautiskie pasažieru pārvadājumi;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.11.06.;Šveice;1229.7;Nedoties bez īpašas nepieciešamības/aizliegti tiešie starptautiskie pasažieru pārvadājumi;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.11.06.;Citas sarakstos neminētas visas pasaules valstis;;Nedoties bez īpašas nepieciešamības/aizliegti tiešie starptautiskie pasažieru pārvadājumi;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.11.06.;Slovēnija;1126.6;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.06.;Lihtenšteina;1081.3;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.06.;Francija;898.8;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.06.;Nīderlande;740.2;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.06.;Horvātija;725.3;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.06.;Sanmarīno;699.5;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.06.;Austrija;665.3;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.06.;Polija;663.6;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.06.;Slovākija;612.9;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.06.;Spānija;596.6;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.06.;Itālija;595;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.06.;Vācija;529.9;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.06.;Portugāle;504.1;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.06.;Bulgārija;477.4;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.06.;Apvienotā Karaliste;469.2;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.06.;Ungārija;464;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.06.;Monako;450.3;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.06.;Rumānija;416.2;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.06.;Lietuva;373.2;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.06.;Malta;329.2;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.06.;Zviedrija;317.1;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.06.;Kipra;248.8;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.06.;Dānija;241;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.06.;Islande;209.8;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.06.;Grieķija;201.3;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.06.;Īrija;195.1;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.06.;Norvēģija;105.3;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.06.;Igaunija;91.9;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.06.;Somija;51.9;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.06.;Urugvaja;17.6;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.11.06.;Japāna;7.6;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.11.06.;Dienvidkoreja;2.9;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.11.06.;Singapūra;1.8;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.11.06.;Ruanda;1.4;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.11.06.;Jaunzēlande;1.2;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.11.06.;Austrālija;1;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.11.06.;Taizeme;0.1;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.11.13.;Andora;1377.1;Nedoties bez īpašas nepieciešamības/aizliegti tiešie starptautiskie pasažieru pārvadājumi;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.11.13.;Luksemburga;1327.4;Nedoties bez īpašas nepieciešamības/aizliegti tiešie starptautiskie pasažieru pārvadājumi;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.11.13.;Čehija;1282.7;"Nedoties bez īpašas nepieciešamības/aizliegti tiešie
starptautiskie pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.11.13.;Šveice;1227.8;Nedoties bez īpašas nepieciešamības/aizliegti tiešie starptautiskie pasažieru pārvadājumi;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.11.13.;Citas sarakstos neminētas visas pasaules valstis;;Nedoties bez īpašas nepieciešamības/aizliegti tiešie starptautiskie pasažieru pārvadājumi;10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.11.13.;Lihtenšteina;1143.9;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.13.;Austrija;969.2;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.13.;Slovēnija;969;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.13.;Beļģija;947;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.13.;Francija;919.1;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.13.;Polija;848.7;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.13.;Sanmarīno;760.5;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.13.;Itālija;745.2;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.13.;Horvātija;715;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.13.;Portugāle;636.3;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.13.;Ungārija;618.8;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.13.;Bulgārija;608.2;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.13.;Lietuva;598.5;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.13.;Spānija;590.4;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.13.;Nīderlande;579;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.13.;Monako;559.2;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.13.;Slovākija;551.2;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.13.;Rumānija;541.8;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.13.;Apvienotā Karaliste;487.4;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.13.;Zviedrija;485.3;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.13.;Malta;360.6;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.13.;Vācija;302.8;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.13.;Kipra;296.3;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.13.;Grieķija;290.2;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.13.;Dānija;257.1;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.13.;Latvija;207.6;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.13.;Igaunija;166.8;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.13.;Norvēģija;139.6;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.13.;Īrija;129.2;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.13.;Islande;123.5;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.13.;Somija;53.9;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.13.;Urugvaja;21.7;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.11.13.;Japāna;10.8;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.11.13.;Dienvidkoreja;3.4;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.11.13.;Singapūra;1.9;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.11.13.;Ruanda;1.5;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.11.13.;Jaunzēlande;0.9;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.11.13.;Austrālija;0.5;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.11.13.;Taizeme;0.1;Ievērot standarta piesardzību;Nav jāievēro;…;…;…;…;…;…
2020.11.20.;Andora;1222.2;"Nedoties bez īpašas
nepieciešamības/aizliegti tiešie starptautiskie pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.11.20.;Luksemburga;1209.7;"Nedoties bez īpašas
nepieciešamības/aizliegti tiešie starptautiskie pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.11.20.;Citas sarakstos neminētas visas pasaules valstis;;"Nedoties bez īpašas
nepieciešamības/aizliegti tiešie starptautiskie pasažieru pārvadājumi";10 dienas pēc izbraukšanas no valsts vai valsts šķērsošanas tranzīta nolūkā;…;…;…;…;…;…
2020.11.20.;Austrija;1081.2;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.20.;Šveice;968.6;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.20.;Lihtenšteina;961.5;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.20.;Slovēnija;958.2;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.20.;Sanmarīno;914.3;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.20.;Polija;869.4;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.20.;Horvātija;845.5;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.20.;Čehija;843.3;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.20.;Itālija;801.3;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.20.;Portugāle;794.6;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.20.;Lietuva;765.9;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.20.;Francija;723.6;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.20.;Ungārija;678.2;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.20.;Bulgārija;658.4;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.20.;Rumānija;602.9;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.20.;Zviedrija;572.6;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.20.;Beļģija;556.2;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.20.;Spānija;501.2;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.20.;Apvienotā Karaliste;495.2;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.20.;Nīderlande;443.7;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
2020.11.20.;Monako;432.2;Rekomendēts nebraukt;"10 dienas pēc izbraukšanas no valsts vai
valsts šķērsošanas tranzīta nolūkā";…;…;…;…;…;…
